
19-02-2017 12:16:38:995 - I: 	Added Command DoNothingCommand for Player PlayerEntity(X:2, Y:2, Key:A)
19-02-2017 12:16:39:016 - I: 	Added Command DoNothingCommand for Player PlayerEntity(X:20, Y:20, Key:B)
19-02-2017 12:16:39:016 - D: 	Beginning round processing
19-02-2017 12:16:39:016 - D: 	Removing Bomb Explosions from map
19-02-2017 12:16:39:016 - D: 	Decreasing Bomb Timers
19-02-2017 12:16:39:016 - D: 	Detonating Bombs
19-02-2017 12:16:39:016 - I: 	Detonating Bomb BombEntity(X:18, Y:20, Radius:1, Timer:0, Owner:B)
19-02-2017 12:16:39:016 - D: 	Processing Player Commands
19-02-2017 12:16:39:016 - D: 	Applying player power ups
19-02-2017 12:16:39:016 - D: 	Destroying marked entities
19-02-2017 12:16:39:016 - D: 	Destroyed Entity DestructibleWallEntity(X:17, Y:20)
19-02-2017 12:16:39:016 - I: 	Player PlayerEntity(X:2, Y:2, Key:A) has a movement coverage of 0,36% for the map
19-02-2017 12:16:39:016 - I: 	Player PlayerEntity(X:20, Y:20, Key:B) has a movement coverage of 1,78% for the map
19-02-2017 12:16:39:016 - D: 	Round processing complete
