
15-02-2017 11:25:45:873 - I: 	Added Command DoNothingCommand for Player PlayerEntity(X:10, Y:9, Key:A)
15-02-2017 11:25:46:060 - I: 	Added Command MovementCommand(Up) for Player PlayerEntity(X:14, Y:14, Key:B)
15-02-2017 11:25:46:060 - D: 	Beginning round processing
15-02-2017 11:25:46:060 - D: 	Removing Bomb Explosions from map
15-02-2017 11:25:46:060 - D: 	Decreasing Bomb Timers
15-02-2017 11:25:46:060 - D: 	Detonating Bombs
15-02-2017 11:25:46:060 - D: 	Processing Player Commands
15-02-2017 11:25:46:060 - I: 	Trying to move player B to destination Location(X:14,Y:13)
15-02-2017 11:25:46:060 - D: 	Applying player power ups
15-02-2017 11:25:46:060 - D: 	Destroying marked entities
15-02-2017 11:25:46:060 - I: 	Player PlayerEntity(X:10, Y:9, Key:A) has a movement coverage of 11,39% for the map
15-02-2017 11:25:46:060 - I: 	Player PlayerEntity(X:14, Y:13, Key:B) has a movement coverage of 11,74% for the map
15-02-2017 11:25:46:060 - D: 	Round processing complete
