
15-02-2017 09:07:54:040 - I: 	Added Command DoNothingCommand for Player PlayerEntity(X:2, Y:4, Key:A)
15-02-2017 09:07:54:272 - I: 	Added Command MovementCommand(Left) for Player PlayerEntity(X:20, Y:18, Key:B)
15-02-2017 09:07:54:510 - I: 	Added Command GameEngine.Commands.PlayerCommands.TriggerBombCommand for Player PlayerEntity(X:2, Y:19, Key:C)
15-02-2017 09:07:54:689 - I: 	Added Command MovementCommand(Left) for Player PlayerEntity(X:20, Y:2, Key:D)
15-02-2017 09:07:54:689 - D: 	Beginning round processing
15-02-2017 09:07:54:689 - D: 	Removing Bomb Explosions from map
15-02-2017 09:07:54:689 - D: 	Decreasing Bomb Timers
15-02-2017 09:07:54:689 - D: 	Detonating Bombs
15-02-2017 09:07:54:689 - I: 	Detonating Bomb BombEntity(X:3, Y:2, Radius:1, Timer:0, Owner:A)
15-02-2017 09:07:54:689 - D: 	Processing Player Commands
15-02-2017 09:07:54:689 - I: 	Trying to move player B to destination Location(X:19,Y:18)
15-02-2017 09:07:54:689 - I: 	Trying to move player D to destination Location(X:19,Y:2)
15-02-2017 09:07:54:689 - D: 	Applying player power ups
15-02-2017 09:07:54:689 - D: 	Destroying marked entities
15-02-2017 09:07:54:689 - D: 	Destroyed Entity DestructibleWallEntity(X:4, Y:2)
15-02-2017 09:07:54:689 - I: 	Player PlayerEntity(X:2, Y:4, Key:A) has a movement coverage of 1,78% for the map
15-02-2017 09:07:54:689 - I: 	Player PlayerEntity(X:19, Y:18, Key:B) has a movement coverage of 2,49% for the map
15-02-2017 09:07:54:689 - I: 	Player PlayerEntity(X:2, Y:19, Key:C) has a movement coverage of 1,78% for the map
15-02-2017 09:07:54:689 - I: 	Player PlayerEntity(X:19, Y:2, Key:D) has a movement coverage of 1,78% for the map
15-02-2017 09:07:54:689 - D: 	Round processing complete
