
15-02-2017 09:07:43:225 - I: 	Added Command MovementCommand(Down) for Player PlayerEntity(X:2, Y:3, Key:A)
15-02-2017 09:07:43:474 - I: 	Added Command MovementCommand(Left) for Player PlayerEntity(X:20, Y:20, Key:B)
15-02-2017 09:07:43:648 - I: 	Added Command MovementCommand(Up) for Player PlayerEntity(X:2, Y:19, Key:C)
15-02-2017 09:07:43:833 - I: 	Added Command MovementCommand(Left) for Player PlayerEntity(X:19, Y:2, Key:D)
15-02-2017 09:07:43:833 - D: 	Beginning round processing
15-02-2017 09:07:43:833 - D: 	Removing Bomb Explosions from map
15-02-2017 09:07:43:833 - D: 	Decreasing Bomb Timers
15-02-2017 09:07:43:833 - D: 	Detonating Bombs
15-02-2017 09:07:43:833 - D: 	Processing Player Commands
15-02-2017 09:07:43:833 - I: 	Trying to move player A to destination Location(X:2,Y:4)
15-02-2017 09:07:43:833 - I: 	Trying to move player B to destination Location(X:19,Y:20)
15-02-2017 09:07:43:833 - I: 	Trying to move player C to destination Location(X:2,Y:18)
15-02-2017 09:07:43:833 - I: 	Trying to move player D to destination Location(X:18,Y:2)
15-02-2017 09:07:43:833 - D: 	Applying player power ups
15-02-2017 09:07:43:833 - D: 	Destroying marked entities
15-02-2017 09:07:43:833 - I: 	Player PlayerEntity(X:2, Y:4, Key:A) has a movement coverage of 1,42% for the map
15-02-2017 09:07:43:833 - I: 	Player PlayerEntity(X:19, Y:20, Key:B) has a movement coverage of 1,07% for the map
15-02-2017 09:07:43:833 - I: 	Player PlayerEntity(X:2, Y:18, Key:C) has a movement coverage of 1,42% for the map
15-02-2017 09:07:43:833 - I: 	Player PlayerEntity(X:18, Y:2, Key:D) has a movement coverage of 1,42% for the map
15-02-2017 09:07:43:833 - D: 	Round processing complete
