
19-02-2017 12:16:41:507 - I: 	Added Command DoNothingCommand for Player PlayerEntity(X:2, Y:2, Key:A)
19-02-2017 12:16:41:528 - I: 	Added Command DoNothingCommand for Player PlayerEntity(X:20, Y:18, Key:B)
19-02-2017 12:16:41:528 - D: 	Beginning round processing
19-02-2017 12:16:41:528 - D: 	Removing Bomb Explosions from map
19-02-2017 12:16:41:528 - D: 	Decreasing Bomb Timers
19-02-2017 12:16:41:528 - D: 	Detonating Bombs
19-02-2017 12:16:41:528 - I: 	Detonating Bomb BombEntity(X:18, Y:18, Radius:1, Timer:0, Owner:B)
19-02-2017 12:16:41:528 - D: 	Processing Player Commands
19-02-2017 12:16:41:528 - D: 	Applying player power ups
19-02-2017 12:16:41:528 - D: 	Destroying marked entities
19-02-2017 12:16:41:528 - D: 	Destroyed Entity DestructibleWallEntity(X:18, Y:17)
19-02-2017 12:16:41:528 - D: 	Destroyed Entity DestructibleWallEntity(X:17, Y:18)
19-02-2017 12:16:41:528 - I: 	Player PlayerEntity(X:2, Y:2, Key:A) has a movement coverage of 0,36% for the map
19-02-2017 12:16:41:528 - I: 	Player PlayerEntity(X:20, Y:18, Key:B) has a movement coverage of 2,85% for the map
19-02-2017 12:16:41:528 - D: 	Round processing complete
