
18-02-2017 11:08:36:756 - I: 	Added Command DoNothingCommand for Player PlayerEntity(X:3, Y:2, Key:A)
18-02-2017 11:08:36:941 - I: 	Added Command DoNothingCommand for Player PlayerEntity(X:20, Y:20, Key:B)
18-02-2017 11:08:36:941 - D: 	Beginning round processing
18-02-2017 11:08:36:941 - D: 	Removing Bomb Explosions from map
18-02-2017 11:08:36:941 - D: 	Decreasing Bomb Timers
18-02-2017 11:08:36:941 - D: 	Detonating Bombs
18-02-2017 11:08:36:941 - I: 	Detonating Bomb BombEntity(X:2, Y:4, Radius:1, Timer:0, Owner:A)
18-02-2017 11:08:36:941 - D: 	Processing Player Commands
18-02-2017 11:08:36:941 - D: 	Applying player power ups
18-02-2017 11:08:36:941 - D: 	Destroying marked entities
18-02-2017 11:08:36:956 - D: 	Destroyed Entity DestructibleWallEntity(X:2, Y:5)
18-02-2017 11:08:37:009 - I: 	Player PlayerEntity(X:3, Y:2, Key:A) has a movement coverage of 1,42% for the map
18-02-2017 11:08:37:009 - I: 	Player PlayerEntity(X:20, Y:20, Key:B) has a movement coverage of 0,36% for the map
18-02-2017 11:08:37:009 - D: 	Round processing complete
