
07-02-2017 11:47:59:987 - I: 	Added Command MovementCommand(Down) for Player PlayerEntity(X:2, Y:4, Key:A)
07-02-2017 11:48:00:271 - I: 	Added Command MovementCommand(Up) for Player PlayerEntity(X:18, Y:18, Key:B)
07-02-2017 11:48:00:272 - D: 	Beginning round processing
07-02-2017 11:48:00:272 - D: 	Removing Bomb Explosions from map
07-02-2017 11:48:00:272 - D: 	Decreasing Bomb Timers
07-02-2017 11:48:00:272 - D: 	Detonating Bombs
07-02-2017 11:48:00:272 - D: 	Processing Player Commands
07-02-2017 11:48:00:272 - I: 	Trying to move player A to destination Location(X:2,Y:5)
07-02-2017 11:48:00:272 - I: 	Trying to move player B to destination Location(X:18,Y:17)
07-02-2017 11:48:00:272 - D: 	Applying player power ups
07-02-2017 11:48:00:272 - D: 	Destroying marked entities
07-02-2017 11:48:00:272 - I: 	Player PlayerEntity(X:2, Y:5, Key:A) has a movement coverage of 3,56% for the map
07-02-2017 11:48:00:272 - I: 	Player PlayerEntity(X:18, Y:17, Key:B) has a movement coverage of 3,20% for the map
07-02-2017 11:48:00:272 - D: 	Round processing complete
