
07-02-2017 11:47:49:522 - I: 	Added Command MovementCommand(Down) for Player PlayerEntity(X:2, Y:2, Key:A)
07-02-2017 11:47:49:815 - I: 	Added Command MovementCommand(Down) for Player PlayerEntity(X:20, Y:19, Key:B)
07-02-2017 11:47:49:815 - D: 	Beginning round processing
07-02-2017 11:47:49:815 - D: 	Removing Bomb Explosions from map
07-02-2017 11:47:49:815 - D: 	Decreasing Bomb Timers
07-02-2017 11:47:49:815 - D: 	Detonating Bombs
07-02-2017 11:47:49:815 - D: 	Processing Player Commands
07-02-2017 11:47:49:816 - I: 	Trying to move player A to destination Location(X:2,Y:3)
07-02-2017 11:47:49:816 - I: 	Trying to move player B to destination Location(X:20,Y:20)
07-02-2017 11:47:49:816 - D: 	Applying player power ups
07-02-2017 11:47:49:816 - D: 	Destroying marked entities
07-02-2017 11:47:49:816 - I: 	Player PlayerEntity(X:2, Y:3, Key:A) has a movement coverage of 1,42% for the map
07-02-2017 11:47:49:816 - I: 	Player PlayerEntity(X:20, Y:20, Key:B) has a movement coverage of 1,42% for the map
07-02-2017 11:47:49:816 - D: 	Round processing complete
